time_start,accelerationX,accelerationY,accelerationZ,time_end,rotationX,rotationY,rotationZ,Class,Activity
4.245,-0.44416,1.346,0.84578,4.247,0.32892,-0.46614,0.19207,6,Lay-stand
4.255,-0.19676,1.6671,0.65643,4.257,0.3839,-0.48263,0.12671,6,Lay-stand
4.265,-0.056204,1.5728,0.14669,4.267,0.39917,-0.44232,0.071728,6,Lay-stand
4.275,-0.02163,1.1493,-0.18779,4.276,0.35519,-0.40872,0.037519,6,Lay-stand
4.299,-0.27325,0.72345,-0.12583,4.301,0.31426,-0.4075,0.0308,6,Lay-stand
4.303,-0.44953,0.59678,0.56518,4.305,0.31182,-0.44598,0.0045326,6,Lay-stand
4.307,-0.76252,0.39001,0.40908,4.31,0.30449,-0.4753,-0.015015,6,Lay-stand
4.315,-0.51381,0.32308,0.14471,4.317,0.277,-0.50157,-0.010739,6,Lay-stand
4.325,-0.25595,0.10784,0.025249,4.327,0.24279,-0.58098,-0.0089064,6,Lay-stand
4.335,-0.12547,-0.26226,-0.010347,4.337,0.20553,-0.67383,0.0051435,6,Lay-stand
4.345,-0.052807,-0.32499,-0.0098572,4.348,0.17071,-0.75508,0.049126,6,Lay-stand
4.355,0.15476,-0.0092524,-0.21372,4.358,0.16948,-0.79784,0.10227,6,Lay-stand
4.365,0.13822,0.45718,-0.65394,4.367,0.17498,-0.83693,0.13037,6,Lay-stand
4.375,0.13506,0.97957,-0.94964,4.377,0.16093,-0.85954,0.15603,6,Lay-stand
4.386,0.14229,1.369,-0.82082,4.389,0.11634,-0.87786,0.14442,6,Lay-stand
4.395,-0.0023314,1.378,-0.26882,4.398,0.052809,-0.84732,0.14748,6,Lay-stand
4.404,-0.010962,1.2756,0.052344,4.406,-0.00094684,-0.7844,0.15786,6,Lay-stand
4.414,-0.15561,0.91576,0.021454,4.417,-0.054092,-0.76424,0.17069,6,Lay-stand
4.424,-0.48105,0.4708,0.087496,4.426,-0.10479,-0.74653,0.21528,6,Lay-stand
4.435,-0.42448,0.15069,0.019324,4.437,-0.1335,-0.74836,0.24827,6,Lay-stand
4.444,-0.32822,-0.21126,-0.17311,4.446,-0.14694,-0.78807,0.27209,6,Lay-stand
4.454,0.10073,-0.38675,-0.11102,4.456,-0.14206,-0.80089,0.28125,6,Lay-stand
4.464,0.51703,-0.53696,-0.1762,4.466,-0.12556,-0.8296,0.25377,6,Lay-stand
4.474,0.67434,-0.69011,-0.085845,4.476,-0.098685,-0.83999,0.22505,6,Lay-stand
4.484,0.85426,-0.78196,0.017481,4.487,-0.062033,-0.83816,0.19879,6,Lay-stand
4.494,0.99698,-0.94757,0.087017,4.496,-0.032101,-0.79295,0.18229,6,Lay-stand
4.505,1.1548,-1.0039,0.30764,4.507,-0.021105,-0.70438,0.18718,6,Lay-stand
4.515,1.2252,-0.92244,0.43808,4.517,-0.0076664,-0.60603,0.19634,6,Lay-stand
4.525,1.001,-0.60817,0.59878,4.528,0.038149,-0.52784,0.20367,6,Lay-stand
4.535,0.80328,-0.20743,0.47888,4.537,0.036927,-0.45392,0.20429,6,Lay-stand
4.545,0.43839,0.14719,0.22522,4.547,0.019823,-0.45148,0.2049,6,Lay-stand
4.555,0.080384,0.39488,0.296,4.558,0.0063835,-0.47164,0.21223,6,Lay-stand
4.565,0.00013816,0.79529,0.45455,4.567,0.0021075,-0.5089,0.21101,6,Lay-stand
4.575,0.10779,1.1752,0.30633,4.577,0.014936,-0.5596,0.20245,6,Lay-stand
4.585,0.36861,0.89598,0.22164,4.587,0.022877,-0.54616,0.20734,6,Lay-stand
4.596,0.64608,0.74248,0.2329,4.598,0.024099,-0.53395,0.2165,6,Lay-stand
4.606,0.67064,0.59593,0.17369,4.608,0.022266,-0.49913,0.22383,6,Lay-stand
4.616,1.0351,0.99926,-0.30819,4.618,0.027153,-0.47958,0.233,6,Lay-stand
4.626,1.0401,1.3141,-0.79704,4.628,0.030207,-0.5199,0.19696,6,Lay-stand
4.636,0.65893,0.72498,-0.47059,4.641,0.014325,-0.53028,0.16763,6,Lay-stand
4.645,0.69291,0.38174,-0.057666,4.647,-0.013775,-0.4698,0.17496,6,Lay-stand
4.654,0.83173,0.46311,0.21889,4.656,0.008827,-0.43315,0.15908,6,Lay-stand
4.664,0.50886,0.36188,0.15734,4.666,0.030207,-0.46858,0.11143,6,Lay-stand
4.675,0.27103,0.18788,0.010499,4.677,0.013103,-0.48141,0.11999,6,Lay-stand
4.685,0.40434,0.10746,-0.030631,4.686,0.020433,-0.51379,0.12854,6,Lay-stand
4.695,0.55307,-0.076754,0.14817,4.696,0.051588,-0.56327,0.11449,6,Lay-stand
4.704,0.58527,-0.51926,0.25895,4.706,0.085185,-0.56999,0.10594,6,Lay-stand
4.716,0.62519,-0.77272,0.11064,4.718,0.10901,-0.55899,0.11327,6,Lay-stand
4.726,0.48424,-0.85751,0.096562,4.729,0.13711,-0.57304,0.12182,6,Lay-stand
4.736,0.41468,-0.90205,0.23301,4.738,0.17315,-0.53944,0.1432,6,Lay-stand
4.746,0.44665,-0.85504,-0.046372,4.749,0.19636,-0.48813,0.17252,6,Lay-stand
4.756,0.50339,-0.7081,-0.42837,4.759,0.18781,-0.46919,0.19696,6,Lay-stand
4.766,0.42401,-0.74444,-0.32586,4.768,0.17743,-0.50951,0.21039,6,Lay-stand
4.776,0.23231,-1.0176,0.031507,4.778,0.16887,-0.55288,0.23727,6,Lay-stand
4.787,-0.011361,-1.3579,0.50268,4.789,0.17315,-0.5706,0.26659,6,Lay-stand
4.796,-0.076843,-1.4476,0.87948,4.799,0.18415,-0.54861,0.29836,6,Lay-stand
4.806,0.014647,-1.2773,1.002,4.809,0.22935,-0.48569,0.3008,6,Lay-stand
4.815,-0.11318,-0.99439,1.0055,4.818,0.30021,-0.45759,0.27759,6,Lay-stand
4.826,-0.26972,-0.60069,0.71895,4.829,0.37046,-0.46003,0.24888,6,Lay-stand
4.837,-0.24987,-0.3864,0.33134,4.841,0.42055,-0.46553,0.22078,6,Lay-stand
4.846,-0.2961,-0.22901,0.17321,4.848,0.46331,-0.45942,0.19451,6,Lay-stand
4.854,-0.36843,0.038834,0.1063,4.856,0.46392,-0.44415,0.16824,6,Lay-stand
4.864,-0.4852,0.40536,-0.18427,4.866,0.40345,-0.40811,0.15053,6,Lay-stand
4.874,-0.74226,0.55581,0.11251,4.876,0.36007,-0.3965,0.14137,6,Lay-stand
4.884,-0.97238,0.82081,0.4997,4.887,0.36557,-0.40689,0.12609,6,Lay-stand
4.894,-1.127,1.0345,0.55288,4.896,0.40406,-0.46247,0.099217,6,Lay-stand
4.904,-0.9665,1.2124,0.32071,4.906,0.44437,-0.55471,0.066841,6,Lay-stand
4.914,-0.59269,1.1983,-0.20564,4.916,0.46759,-0.62496,0.032022,6,Lay-stand
4.924,-0.10775,1.1106,-0.67451,4.926,0.43765,-0.67322,-0.0052412,6,Lay-stand
4.935,0.31856,0.73495,-0.72539,4.937,0.38145,-0.69949,-0.075491,6,Lay-stand
4.945,0.55024,0.17492,-0.60562,4.948,0.28555,-0.64329,-0.11703,6,Lay-stand
4.955,0.63681,-0.25948,-0.16417,4.957,0.21469,-0.55227,-0.13597,6,Lay-stand
4.965,0.64787,-0.3142,0.34723,4.968,0.16582,-0.45881,-0.14208,6,Lay-stand
4.975,0.40767,-0.23743,0.75683,4.977,0.13344,-0.39284,-0.13536,6,Lay-stand
4.985,0.10173,0.019751,0.70051,4.987,0.10595,-0.37268,-0.13352,6,Lay-stand
4.995,-0.22615,0.0017183,0.41337,4.998,0.082742,-0.37573,-0.12558,6,Lay-stand
5.005,-0.50316,0.11186,-0.092063,5.007,0.054031,-0.4356,-0.12314,6,Lay-stand
5.016,-0.61409,0.42762,-0.38241,5.018,0.019823,-0.53883,-0.11581,6,Lay-stand
5.026,-0.50084,0.76734,-0.47743,5.029,-0.023549,-0.62252,-0.12131,6,Lay-stand
5.036,-0.30177,1.0891,-0.52666,5.039,-0.067531,-0.70926,-0.1323,6,Lay-stand
5.045,-0.10024,1.4218,-0.41765,5.047,-0.11212,-0.74164,-0.14513,6,Lay-stand
5.054,0.18867,1.7369,-0.71762,5.056,-0.17504,-0.7673,-0.17017,6,Lay-stand
5.064,0.40192,1.7755,-0.96882,5.067,-0.26667,-0.77707,-0.20805,6,Lay-stand
5.074,0.46087,1.6426,-0.90102,5.077,-0.36747,-0.78073,-0.24714,6,Lay-stand
5.084,0.34006,1.3416,-0.68606,5.086,-0.51285,-0.76852,-0.29052,6,Lay-stand
5.094,0.38926,1.1678,-0.60173,5.097,-0.60326,-0.76668,-0.31067,6,Lay-stand
5.104,0.52566,1.1304,-0.61451,5.106,-0.67962,-0.7954,-0.34244,6,Lay-stand
5.115,0.59474,1.0952,-0.47629,5.118,-0.7346,-0.82838,-0.37298,6,Lay-stand
5.126,0.57351,1.0166,-0.25971,5.128,-0.77797,-0.85404,-0.39986,6,Lay-stand
5.135,0.54732,0.87092,-0.23467,5.138,-0.80973,-0.87664,-0.42735,6,Lay-stand
5.145,0.45456,0.27169,-0.52308,5.148,-0.85494,-0.90413,-0.46034,6,Lay-stand
5.156,0.22763,0.075747,-0.15082,5.158,-0.8922,-0.91574,-0.48111,6,Lay-stand
5.166,0.13732,-0.05623,0.11052,5.169,-0.90686,-0.92123,-0.4866,6,Lay-stand
5.176,0.21109,0.016147,0.16912,5.179,-0.8977,-0.90596,-0.48416,6,Lay-stand
5.185,0.23947,0.11351,0.055662,5.188,-0.87204,-0.9023,-0.48538,6,Lay-stand
5.195,0.20385,0.1464,0.075953,5.197,-0.84516,-0.90413,-0.4866,6,Lay-stand
5.205,0.34855,0.20147,0.1689,5.208,-0.81279,-0.88764,-0.49332,6,Lay-stand
5.215,0.44874,0.22477,-0.028382,5.218,-0.77736,-0.86198,-0.51654,6,Lay-stand
5.225,0.45188,0.20414,-0.12762,5.228,-0.75231,-0.79478,-0.56357,6,Lay-stand
5.235,0.42334,0.20886,-0.20509,5.238,-0.75414,-0.72576,-0.59412,6,Lay-stand
5.245,0.44915,0.21492,-0.50366,5.247,-0.77797,-0.69399,-0.62344,6,Lay-stand
5.255,0.46011,0.22015,-0.48924,5.257,-0.80973,-0.67444,-0.64482,6,Lay-stand
5.265,0.37988,0.19738,-0.37878,5.267,-0.83844,-0.67322,-0.66192,6,Lay-stand
5.275,0.29579,0.14847,-0.24613,5.277,-0.86654,-0.6665,-0.65887,6,Lay-stand
5.285,0.38237,0.19714,-0.26073,5.287,-0.89709,-0.67567,-0.64543,6,Lay-stand
5.295,0.43931,0.16237,-0.20129,5.297,-0.91175,-0.67811,-0.63321,6,Lay-stand
5.304,0.52741,0.10003,-0.1425,5.306,-0.91297,-0.66223,-0.63138,6,Lay-stand
5.314,0.53379,-0.056693,-0.20462,5.316,-0.91419,-0.64207,-0.62588,6,Lay-stand
5.324,0.57982,-0.21665,-0.29102,5.326,-0.92702,-0.60236,-0.62283,6,Lay-stand
5.334,0.64598,-0.34837,-0.41637,5.336,-0.95695,-0.55471,-0.61855,6,Lay-stand
5.344,0.66847,-0.31819,-0.51473,5.346,-0.98749,-0.52295,-0.61977,6,Lay-stand
5.354,0.66355,-0.24824,-0.60366,5.356,-1.0309,-0.49851,-0.61488,6,Lay-stand
5.364,0.68484,-0.048033,-0.6307,5.367,-1.0657,-0.47042,-0.60633,6,Lay-stand
5.374,0.65748,0.25626,-0.52318,5.377,-1.0663,-0.47469,-0.60694,6,Lay-stand
5.384,0.54828,0.39054,-0.32378,5.387,-1.0455,-0.48202,-0.60817,6,Lay-stand
5.394,0.50185,0.42273,-0.25375,5.397,-1.0223,-0.47897,-0.61,6,Lay-stand
5.404,0.47229,0.44117,-0.35682,5.406,-1.0186,-0.47164,-0.61794,6,Lay-stand
5.414,0.41099,0.49223,-0.48615,5.416,-1.0394,-0.46431,-0.6381,6,Lay-stand
5.425,0.47182,0.58335,-0.52045,5.428,-1.0706,-0.44659,-0.65642,6,Lay-stand
5.436,0.55546,0.41052,-0.19852,5.439,-1.0999,-0.41483,-0.67964,6,Lay-stand
5.445,0.44146,0.36743,-0.21311,5.448,-1.1268,-0.38123,-0.69735,6,Lay-stand
5.454,0.40823,0.38139,-0.31466,5.456,-1.1506,-0.36657,-0.70713,6,Lay-stand
5.464,0.3758,0.4045,-0.32664,5.466,-1.1781,-0.37145,-0.71995,6,Lay-stand
5.474,0.36664,0.42025,-0.17601,5.476,-1.2007,-0.38001,-0.71812,6,Lay-stand
5.484,0.34759,0.40082,-0.14915,5.486,-1.2019,-0.37634,-0.70713,6,Lay-stand
5.494,0.31179,0.40571,-0.30018,5.496,-1.2001,-0.37084,-0.69918,6,Lay-stand
5.504,0.28801,0.4307,-0.49389,5.506,-1.208,-0.38367,-0.69308,6,Lay-stand
5.515,0.2954,0.45082,-0.60235,5.517,-1.2355,-0.40017,-0.68941,6,Lay-stand
5.525,0.32283,0.5426,-0.64311,5.527,-1.2642,-0.40261,-0.68575,6,Lay-stand
5.535,0.33488,0.65616,-0.71588,5.538,-1.3033,-0.40627,-0.68758,6,Lay-stand
5.545,0.27367,0.69741,-0.65012,5.547,-1.3406,-0.40627,-0.69308,6,Lay-stand
5.555,0.25159,0.67671,-0.45883,5.558,-1.376,-0.39833,-0.69552,6,Lay-stand
5.565,0.26818,0.64444,-0.35448,5.567,-1.3974,-0.40627,-0.70468,6,Lay-stand
5.575,0.2116,0.5701,-0.12006,5.578,-1.4023,-0.42277,-0.71079,6,Lay-stand
5.585,0.19268,0.44627,0.21016,5.588,-1.398,-0.42277,-0.70529,6,Lay-stand
5.595,0.15508,0.31179,0.33474,5.598,-1.3791,-0.402,-0.69979,6,Lay-stand
5.605,0.0081348,0.2157,0.16952,5.607,-1.376,-0.38917,-0.68758,6,Lay-stand
5.615,-0.084751,0.18686,-0.016692,5.618,-1.3846,-0.39711,-0.67597,6,Lay-stand
5.625,-0.052911,0.20647,-0.2514,5.627,-1.4053,-0.41238,-0.67475,6,Lay-stand
5.636,-0.047107,0.25053,-0.37434,5.639,-1.4365,-0.42155,-0.67719,6,Lay-stand
5.644,0.034372,0.2459,-0.31584,5.647,-1.464,-0.4191,-0.68025,6,Lay-stand
5.654,0.049998,0.27813,-0.24203,5.656,-1.4682,-0.41544,-0.68575,6,Lay-stand
5.664,-0.062561,0.28949,-0.17458,5.666,-1.4609,-0.40689,-0.6778,6,Lay-stand
5.674,-0.10473,0.26261,-0.073939,5.677,-1.453,-0.39161,-0.66314,6,Lay-stand
5.684,-0.071473,0.12911,-0.14254,5.686,-1.4524,-0.39345,-0.63871,6,Lay-stand
5.694,-0.13407,0.078502,-0.18724,5.696,-1.4817,-0.38795,-0.61183,6,Lay-stand
5.704,-0.046415,0.11364,-0.18209,5.707,-1.5177,-0.3739,-0.58556,6,Lay-stand
5.715,0.21592,0.15671,-0.29869,5.717,-1.5544,-0.35313,-0.56602,6,Lay-stand
5.725,0.26368,0.22368,-0.29367,5.728,-1.5868,-0.33969,-0.55074,6,Lay-stand
5.735,0.24668,0.21926,-0.22859,5.739,-1.6106,-0.32381,-0.53914,6,Lay-stand
5.745,0.19694,0.21777,-0.19883,5.748,-1.6124,-0.31831,-0.53303,6,Lay-stand
5.755,0.064943,0.12484,-0.27384,5.758,-1.6112,-0.32197,-0.53547,6,Lay-stand
5.764,-0.0076361,-0.060909,-0.29595,5.766,-1.6087,-0.34274,-0.53486,6,Lay-stand
5.774,0.14333,-0.11319,-0.30701,5.776,-1.6094,-0.35924,-0.53425,6,Lay-stand
5.784,0.30739,-0.17665,-0.24133,5.786,-1.6094,-0.37268,-0.53914,6,Lay-stand
5.794,0.46557,-0.2352,-0.22135,5.796,-1.6063,-0.41116,-0.54525,6,Lay-stand
5.804,0.55167,-0.21986,-0.21538,5.806,-1.6026,-0.43315,-0.55258,6,Lay-stand
5.815,0.52933,-0.075536,-0.22542,5.818,-1.5923,-0.44903,-0.55991,6,Lay-stand
5.825,0.4871,0.11455,-0.24617,5.828,-1.5684,-0.47225,-0.56663,6,Lay-stand
5.835,0.32308,0.14988,-0.43625,5.838,-1.5489,-0.52051,-0.56479,6,Lay-stand
5.844,0.23305,0.12509,-0.49436,5.847,-1.5446,-0.55594,-0.55563,6,Lay-stand
5.854,0.30755,0.27743,-0.52499,5.857,-1.5452,-0.5822,-0.55502,6,Lay-stand
5.864,0.27563,0.34516,-0.38807,5.867,-1.5342,-0.59503,-0.54586,6,Lay-stand
5.874,0.26207,0.38173,-0.20569,5.876,-1.4994,-0.60481,-0.53914,6,Lay-stand
5.884,0.1303,0.23792,-0.0148,5.886,-1.442,-0.60481,-0.52264,6,Lay-stand
5.895,-0.041183,0.063462,0.079489,5.897,-1.3754,-0.60358,-0.49271,6,Lay-stand
5.904,-0.19549,-0.095498,0.039311,5.906,-1.3265,-0.60236,-0.45545,6,Lay-stand
5.915,-0.22642,-0.24158,-0.12206,5.917,-1.3094,-0.60969,-0.42246,6,Lay-stand
5.925,-0.17881,-0.27295,-0.29674,5.927,-1.3265,-0.6268,-0.40108,6,Lay-stand
5.935,-0.11237,-0.27719,-0.35453,5.938,-1.3705,-0.6775,-0.38153,6,Lay-stand
5.945,-0.02236,-0.22024,-0.47859,5.948,-1.3925,-0.72026,-0.37481,6,Lay-stand
5.955,0.038434,-0.1497,-0.48746,5.958,-1.4084,-0.74164,-0.37176,6,Lay-stand
5.965,0.19683,-0.034134,-0.4896,5.967,-1.3949,-0.74836,-0.3626,6,Lay-stand
5.975,0.26019,0.046096,-0.50929,5.977,-1.3705,-0.74775,-0.3461,6,Lay-stand
5.986,0.13971,0.033187,-0.59597,5.988,-1.34,-0.75569,-0.31862,6,Lay-stand
5.996,0.0046759,-0.14553,-0.80655,5.998,-1.3247,-0.74592,-0.29113,6,Lay-stand
6.006,0.024426,-0.18015,-0.66852,6.009,-1.3174,-0.72454,-0.26425,6,Lay-stand
6.016,0.051508,-0.1103,-0.38613,6.018,-1.3009,-0.71232,-0.25081,6,Lay-stand
6.026,0.084917,-0.016356,-0.23024,6.029,-1.2807,-0.69521,-0.24226,6,Lay-stand
6.035,0.075852,-0.041453,-0.1936,6.039,-1.2697,-0.6891,-0.23126,6,Lay-stand
6.044,0.10245,-0.0085769,-0.24165,6.047,-1.277,-0.69949,-0.21904,6,Lay-stand
6.054,0.031264,-0.050942,-0.23258,6.057,-1.2887,-0.73064,-0.21232,6,Lay-stand
6.065,-0.035301,-0.061492,-0.22544,6.066,-1.2807,-0.77707,-0.20988,6,Lay-stand
6.074,-0.057339,-0.04964,-0.24781,6.077,-1.2508,-0.84182,-0.22637,6,Lay-stand
6.084,-0.26237,-0.15286,-0.31385,6.086,-1.1897,-0.87053,-0.22271,6,Lay-stand
6.094,-0.38492,-0.24359,-0.3879,6.096,-1.1646,-0.88397,-0.21416,6,Lay-stand
6.104,-0.44082,-0.29966,-0.27071,6.106,-1.1482,-0.88397,-0.19522,6,Lay-stand
6.114,-0.3595,-0.32238,-0.1461,6.116,-1.1384,-0.88214,-0.17628,6,Lay-stand
6.124,-0.22382,-0.31134,-0.045457,6.126,-1.131,-0.88031,-0.15612,6,Lay-stand
6.134,-0.12588,-0.27245,0.0070739,6.136,-1.128,-0.88031,-0.1323,6,Lay-stand
6.144,0.012108,-0.15036,0.085979,6.146,-1.1249,-0.87175,-0.11642,6,Lay-stand
6.154,0.082332,0.031292,0.13786,6.156,-1.1298,-0.83571,-0.11459,6,Lay-stand
6.164,0.14482,0.17568,0.020808,6.166,-1.1402,-0.79906,-0.12803,6,Lay-stand
6.174,0.063783,0.30072,-0.017486,6.177,-1.1628,-0.76363,-0.14757,6,Lay-stand
6.186,0.01355,0.4792,-0.11636,6.188,-1.1921,-0.7392,-0.17812,6,Lay-stand
6.195,-0.13347,0.58221,-0.13228,6.198,-1.216,-0.73553,-0.21477,6,Lay-stand
6.204,-0.30959,0.63052,-0.17224,6.207,-1.23,-0.73797,-0.25264,6,Lay-stand
6.214,-0.458,0.54879,-0.25413,6.216,-1.2398,-0.76119,-0.3009,6,Lay-stand
6.224,-0.44488,0.55722,-0.23837,6.226,-1.2422,-0.77463,-0.3345,6,Lay-stand
6.235,-0.39395,0.42252,-0.13421,6.237,-1.2343,-0.78012,-0.35649,6,Lay-stand
6.244,-0.34787,0.28082,0.054439,6.246,-1.227,-0.77585,-0.37909,6,Lay-stand
6.254,-0.28917,0.098885,0.12501,6.256,-1.2178,-0.76302,-0.39436,6,Lay-stand
6.264,-0.2873,-0.14285,0.14687,6.266,-1.2001,-0.77524,-0.4078,6,Lay-stand
6.274,-0.17861,-0.31135,-0.053989,6.276,-1.1805,-0.81372,-0.43224,6,Lay-stand
6.285,0.2167,-0.32999,-0.79281,6.287,-1.15,-0.86503,-0.47072,6,Lay-stand
6.294,0.19179,-0.54398,-1.0259,6.297,-1.1097,-0.91696,-0.5147,6,Lay-stand
6.304,0.17549,-0.8185,-1.3685,6.307,-1.059,-0.9585,-0.54341,6,Lay-stand
6.315,0.23694,-0.92565,-1.6838,6.317,-1.004,-1.0055,-0.56235,6,Lay-stand
6.325,0.48188,-0.82244,-2.1048,6.328,-0.93618,-1.0636,-0.57823,6,Lay-stand
6.335,0.65814,-0.9246,-2.218,6.338,-0.86899,-1.143,-0.58251,6,Lay-stand
6.345,0.92853,-1.2183,-2.1374,6.347,-0.79018,-1.2053,-0.56602,6,Lay-stand
6.355,1.273,-1.2371,-1.7,6.358,-0.68023,-1.27,-0.50676,6,Lay-stand
6.365,1.6737,-1.1149,-1.0835,6.37,-0.46765,-1.2517,-0.475,6,Lay-stand
6.376,1.9524,-0.86776,-0.69244,6.379,-0.31493,-1.1729,-0.45239,6,Lay-stand
6.386,2.0026,-0.59273,-0.78061,6.388,-0.18482,-1.0886,-0.44018,6,Lay-stand
6.396,1.8536,-0.34341,-0.72442,6.398,-0.099907,-1.0086,-0.4188,6,Lay-stand
6.405,1.8223,-0.058575,0.002635,6.408,-0.04554,-0.89313,-0.39314,6,Lay-stand
6.415,2.0882,0.45823,0.6747,6.417,-0.032101,-0.76241,-0.4023,6,Lay-stand
6.425,2.2673,0.7377,0.97761,6.428,-0.03882,-0.66039,-0.43896,6,Lay-stand
6.435,2.0663,0.54463,0.96527,6.437,-0.080359,-0.58892,-0.48233,6,Lay-stand
6.445,1.6587,0.14981,0.75441,6.447,-0.14878,-0.54189,-0.52936,6,Lay-stand
6.455,1.1811,-0.168,0.40409,6.457,-0.23796,-0.51623,-0.58678,6,Lay-stand
6.465,0.86305,-0.37362,0.075257,6.467,-0.31371,-0.50768,-0.65826,6,Lay-stand
6.475,0.64463,-0.43235,-0.39333,6.477,-0.37296,-0.56143,-0.72606,6,Lay-stand
6.485,0.45175,-0.52695,-0.51906,6.487,-0.37724,-0.61214,-0.77371,6,Lay-stand
6.495,0.40873,-0.46722,-1.0398,6.497,-0.30638,-0.75019,-0.80609,6,Lay-stand
6.505,0.35232,-0.48343,-1.5252,6.507,-0.14755,-1.0294,-0.77004,6,Lay-stand
6.515,0.62273,-0.42864,-1.8169,6.518,-0.1054,-1.1332,-0.69246,6,Lay-stand
6.525,1.5425,-0.55007,-1.5487,6.528,-0.10052,-1.1796,-0.57518,6,Lay-stand
6.535,2.7767,-1.001,-0.67922,6.537,-0.06692,-1.1424,-0.44873,6,Lay-stand
6.545,4.2468,-1.1339,0.88157,6.548,0.037538,-0.98721,-0.3742,6,Lay-stand
6.555,5.4664,-0.87342,2.1087,6.557,0.19086,-0.6891,-0.36871,6,Lay-stand
6.565,5.0206,0.022933,1.7253,6.567,0.30815,-0.36351,-0.38337,6,Lay-stand
6.575,4.1232,0.34205,1.1659,6.578,0.34419,-0.066022,-0.39375,6,Lay-stand
6.585,3.4749,0.63517,0.80489,6.587,0.3167,0.17893,-0.40169,6,Lay-stand
6.595,2.8145,0.68202,0.092491,6.598,0.27944,0.41778,-0.44934,6,Lay-stand
6.605,2.2771,0.73323,-0.60541,6.608,0.19881,0.5931,-0.51409,6,Lay-stand
6.615,1.5209,0.57024,-1.0519,6.617,0.091905,0.6603,-0.58678,6,Lay-stand
6.625,0.85954,0.35414,-1.0406,6.627,-0.0052229,0.66579,-0.63871,6,Lay-stand
6.637,0.16469,0.15644,-0.68404,6.64,-0.065088,0.63647,-0.66925,6,Lay-stand
6.645,-0.447,0.13349,-0.40875,6.647,-0.073029,0.60104,-0.66681,6,Lay-stand
6.655,-0.88862,0.32686,-0.32896,6.656,-0.022327,0.53751,-0.65826,6,Lay-stand
6.664,-1.5216,0.31004,-0.0901,6.666,0.044868,0.48864,-0.64176,6,Lay-stand
6.674,-2.0492,0.37876,-0.27106,6.676,0.11695,0.37991,-0.60755,6,Lay-stand
6.684,-2.3956,0.42844,-0.40943,6.686,0.17498,0.26446,-0.57518,6,Lay-stand
6.694,-2.586,0.40024,-0.5017,6.696,0.2153,0.19054,-0.54219,6,Lay-stand
6.704,-2.8338,0.37028,-0.69568,6.706,0.22752,0.12701,-0.51226,6,Lay-stand
6.714,-2.9476,0.34448,-0.77672,6.716,0.2324,0.051875,-0.48905,6,Lay-stand
6.724,-3.021,0.32491,-0.79258,6.726,0.21896,0.00056201,-0.46706,6,Lay-stand
6.734,-2.7021,0.42093,-0.9868,6.736,0.19148,-0.046475,-0.47194,6,Lay-stand
6.744,-2.5898,0.45779,-1.0913,6.746,0.14505,-0.062357,-0.47316,6,Lay-stand
6.754,-2.3717,0.5501,-1.2272,6.756,0.076022,-0.05014,-0.45728,6,Lay-stand
6.764,-1.7344,0.63534,-1.2695,6.766,0.0021075,-0.030592,-0.46706,6,Lay-stand
6.775,-1.346,0.70137,-1.1709,6.778,-0.076083,0.017055,-0.46828,6,Lay-stand
6.785,-0.85718,0.65939,-1.0693,6.787,-0.15977,0.1038,-0.45301,6,Lay-stand
6.795,-0.33034,0.60853,-0.7845,6.798,-0.17504,0.17344,-0.43712,6,Lay-stand
6.805,-0.12219,0.65887,-0.6449,6.808,-0.17993,0.24796,-0.40902,6,Lay-stand
6.815,-0.081834,0.6239,-0.54802,6.817,-0.18909,0.32371,-0.37298,6,Lay-stand
6.825,-0.022346,0.59042,-0.48949,6.828,-0.19459,0.37258,-0.34305,6,Lay-stand
6.836,-0.16157,0.65401,-0.33082,6.839,-0.19337,0.40984,-0.32045,6,Lay-stand
6.845,-0.52223,0.71468,-0.10816,6.847,-0.18848,0.43183,-0.29113,6,Lay-stand
6.854,-1.201,0.74602,-0.24678,6.856,-0.17749,0.45138,-0.28135,6,Lay-stand
6.865,-1.4451,0.7308,-0.68135,6.866,-0.18848,0.45566,-0.27769,6,Lay-stand
6.875,-1.5823,0.69394,-1.1276,6.876,-0.21353,0.38785,-0.27524,6,Lay-stand
6.884,-1.7057,0.61916,-1.3693,6.886,-0.24774,0.295,-0.27463,6,Lay-stand
6.894,-1.7579,0.46884,-1.4916,6.896,-0.27034,0.17405,-0.26852,6,Lay-stand
6.904,-1.7208,0.3003,-1.394,6.906,-0.28133,0.078753,-0.2502,6,Lay-stand
6.915,-1.6028,-0.009839,-1.2588,6.918,-0.28989,0.0017837,-0.21599,6,Lay-stand
6.925,-1.3968,-0.30485,-1.0797,6.927,-0.28989,-0.066633,-0.15307,6,Lay-stand
6.935,-1.0179,-0.51166,-1.04,6.938,-0.28439,-0.08557,-0.097482,6,Lay-stand
6.945,-0.58472,-0.5795,-0.95695,6.947,-0.27339,-0.083737,-0.03945,6,Lay-stand
6.955,-0.15143,-0.38734,-0.76989,6.957,-0.26423,-0.050751,0.011252,6,Lay-stand
6.965,0.32602,-0.039893,-0.627,6.967,-0.25873,-0.003714,0.046682,6,Lay-stand
6.975,0.7194,0.29676,-0.53306,6.977,-0.25873,0.061038,0.068673,6,Lay-stand
6.985,0.99144,0.56126,-0.38412,6.988,-0.2624,0.13984,0.071117,6,Lay-stand
